INPUT_TABLE
Variable ID
Indiaplantelec_logit

region,supplysector,subsector0,subsector1,subsector,logit.year.fillout,logit.exponent,logit.type
India,electricity,IndCstW,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,KrishnaR,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,IndCstE,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,PennarR,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,CauveryR,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,IndCstS,geothermal,geothermal,1975,-6,relative.cost.logit
India,electricity,NarmadaR,geothermal,geothermal,1975,-6,relative.cost.logit
India,elect_td_bld,SabarmatiR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,GangesR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,MahiR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,TaptiR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,BengalW,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,BrahmaniR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,MahanadiR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,GodavariR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,IndCstNE,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,IndCstW,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,KrishnaR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,IndCstE,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,PennarR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,CauveryR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,IndCstS,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
India,elect_td_bld,NarmadaR,rooftop_pv,rooftop_pv,1975,-6,relative.cost.logit
