INPUT_TABLE
Variable ID
zwater_Indiacoolingtech_shrwt

region,sector,nesting.subsector1,nesting.subsector2,subsector,technology,apply.to,from.year,to.year,from.value,to.value,interpolation.function
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,BengalBay,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,BengalW,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,BrahmaniR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,CauveryR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,GangesR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,GodavariR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IndCstE,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IndCstNE,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IndCstS,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IndCstW,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IndusR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,IrrawaddyR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,KrishnaR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,MahanadiR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,MahiR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,NarmadaR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,PennarR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,SabarmatiR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,TaptiR,coal,coal (IGCC),coal (IGCC) (once through),share-weight,2015,2100,0,0,fixed
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.451011,0.451011,fixed
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0,0,fixed
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.451011,0.451011,fixed
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (seawater),share-weight,2015,2100,0.45101,0.45101,fixed
India,electricity,BengalBay,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BengalW,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BrahmaniR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,CauveryR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,GangesR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,GodavariR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstE,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstNE,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstS,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstW,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndusR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IrrawaddyR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,KrishnaR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,MahanadiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,MahiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,NarmadaR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,PennarR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,TaptiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BengalBay,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BengalW,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BrahmaniR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,CauveryR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,GodavariR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstE,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstNE,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstS,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndCstW,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,IrrawaddyR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,KrishnaR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,MahanadiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,NarmadaR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,PennarR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,TaptiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2015,2030,0,0,fixed
India,electricity,BengalBay,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BengalW,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BrahmaniR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,CauveryR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,GangesR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,GodavariR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstE,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstNE,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstS,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstW,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndusR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IrrawaddyR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,KrishnaR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,MahanadiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,MahiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,NarmadaR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,PennarR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,TaptiR,gas,gas (CC),gas (CC) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BengalBay,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.64323,0.64323,fixed
India,electricity,BengalW,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,BrahmaniR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,CauveryR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,GangesR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,GodavariR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,IndCstE,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,IndCstNE,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644085,0.644085,fixed
India,electricity,IndCstS,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,IndCstW,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,IndusR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,IrrawaddyR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.643964,0.643964,fixed
India,electricity,KrishnaR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,MahanadiR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,MahiR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.64388,0.64388,fixed
India,electricity,NarmadaR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,PennarR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644083,0.644083,fixed
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,TaptiR,gas,gas (CC),gas (CC) (once through),share-weight,2015,2100,0.644084,0.644084,fixed
India,electricity,BengalBay,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalW,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BrahmaniR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,CauveryR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GangesR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GodavariR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstE,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstNE,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstS,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstW,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndusR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IrrawaddyR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,KrishnaR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahanadiR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahiR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,NarmadaR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,PennarR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,TaptiR,gas,gas (CC),gas (CC) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalBay,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.276884,0.276884,fixed
India,electricity,BengalW,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275943,0.275943,fixed
India,electricity,BrahmaniR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275943,0.275943,fixed
India,electricity,CauveryR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,GangesR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,GodavariR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,IndCstE,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275943,0.275943,fixed
India,electricity,IndCstNE,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275819,0.275819,fixed
India,electricity,IndCstS,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275943,0.275943,fixed
India,electricity,IndCstW,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,IndusR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,IrrawaddyR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275224,0.275224,fixed
India,electricity,KrishnaR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,MahanadiR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,MahiR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.276241,0.276241,fixed
India,electricity,NarmadaR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275943,0.275943,fixed
India,electricity,PennarR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,TaptiR,gas,gas (CC),gas (CC) (seawater),share-weight,2015,2100,0.275942,0.275942,fixed
India,electricity,BengalBay,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BengalW,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BrahmaniR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,CauveryR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,GodavariR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstE,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstNE,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstS,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndCstW,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,IrrawaddyR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,KrishnaR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,MahanadiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,NarmadaR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,PennarR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,TaptiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),share-weight,2025,2100,0,0.8,linear
India,electricity,BengalBay,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.64981,0.64981,fixed
India,electricity,BengalW,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,BrahmaniR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,CauveryR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,GodavariR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IndCstE,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IndCstNE,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IndCstS,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IndCstW,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,IrrawaddyR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.64977,0.64977,fixed
India,electricity,KrishnaR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,MahanadiR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,NarmadaR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650416,0.650416,fixed
India,electricity,PennarR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,TaptiR,gas,gas (steam/CT),gas (steam/CT) (once through),share-weight,2015,2100,0.650417,0.650417,fixed
India,electricity,BengalBay,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalW,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BrahmaniR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,CauveryR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,GodavariR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstE,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstNE,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstS,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndCstW,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,IrrawaddyR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,KrishnaR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahanadiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,NarmadaR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,PennarR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,TaptiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),share-weight,2015,2100,1,1,fixed
India,electricity,BengalBay,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278443,0.278443,fixed
India,electricity,BengalW,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,BrahmaniR,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,CauveryR,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278555,0.278555,fixed
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,GodavariR,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,IndCstE,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,IndCstNE,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278555,0.278555,fixed
India,electricity,IndCstS,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
India,electricity,IndCstW,gas,gas (steam/CT),gas (steam/CT) (seawater),share-weight,2015,2100,0.278556,0.278556,fixed
