INPUT_TABLE
Variable ID
India_water_Inttechcoef

region,supplysector,subsector0,subsector1,subsector,stub.technology,year,minicam.energy.input,coefficient,market.name
India,electricity,MahiR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2015,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2020,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2025,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2030,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2035,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2040,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2045,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2050,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2055,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2060,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2065,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2070,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2075,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2080,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2085,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,NarmadaR,solar,solar,PV,2090,water_td_elec_W,0.0055556,India
India,electricity,SabarmatiR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,GangesR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,MahiR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,TaptiR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,BengalW,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,BrahmaniR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,MahanadiR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,GodavariR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,IndCstNE,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,IndCstW,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,KrishnaR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,IndCstE,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,PennarR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,CauveryR,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
India,electricity,IndCstS,solar,solar,PV,2095,water_td_elec_W,0.0055556,India
