INPUT_TABLE
Variable ID
India_water_Inttechcoef

region,supplysector,subsector0,subsector1,subsector,stub.technology,year,minicam.energy.input,coefficient,market.name
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2050,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2050,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2050,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2055,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2060,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2065,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2070,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2075,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2080,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2085,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2090,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2095,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,GangesR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,MahiR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,TaptiR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,BengalW,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,BrahmaniR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,MahanadiR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,GodavariR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,IndCstNE,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,IndCstW,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,KrishnaR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,IndCstE,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,PennarR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,CauveryR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,IndCstS,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,NarmadaR,solar,CSP,CSP (recirculating),2100,water_td_elec_W,0.9166667,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),1975,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),1990,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),2005,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),2010,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),2015,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),2020,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,MahanadiR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,GodavariR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,IndCstNE,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,IndCstW,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,KrishnaR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,IndCstE,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,PennarR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,CauveryR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,IndCstS,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,NarmadaR,solar,CSP,CSP (dry_hybrid),2025,water_td_elec_W,0.2055556,India
India,electricity,SabarmatiR,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
India,electricity,GangesR,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
India,electricity,MahiR,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
India,electricity,TaptiR,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
India,electricity,BengalW,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
India,electricity,BrahmaniR,solar,CSP,CSP (dry_hybrid),2030,water_td_elec_W,0.2055556,India
