INPUT_TABLE
Variable ID
Indiacoolingelec_logit

region,supplysector,subsector0,subsector1,subsector,stub.technology,logit.year.fillout,logit.exponent,logit.type
India,electricity,BengalW,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,BengalW,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,BengalW,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,BengalW,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,BrahmaniR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,MahanadiR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,GodavariR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstNE,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstW,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IrrawaddyR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,KrishnaR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstE,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,PennarR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,CauveryR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndCstS,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (seawater),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (recirculating),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (cooling pond),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (dry cooling),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC),coal (IGCC) (once through),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC),coal (IGCC) (seawater),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC),coal (IGCC) (recirculating),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC),coal (IGCC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul CCS),coal (conv pul CCS) (once through),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul CCS),coal (conv pul CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul CCS),coal (conv pul CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (conv pul CCS),coal (conv pul CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC CCS),coal (IGCC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC CCS),coal (IGCC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC CCS),coal (IGCC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,NarmadaR,coal,coal (IGCC CCS),coal (IGCC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (once through),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (seawater),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC),gas (CC) (once through),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC),gas (CC) (seawater),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC),gas (CC) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC),gas (CC) (cooling pond),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC),gas (CC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC CCS),gas (CC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC CCS),gas (CC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC CCS),gas (CC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,IndusR,gas,gas (CC CCS),gas (CC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (once through),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (seawater),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (cooling pond),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (once through),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (seawater),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (recirculating),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (cooling pond),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC),gas (CC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC CCS),gas (CC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC CCS),gas (CC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC CCS),gas (CC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,SabarmatiR,gas,gas (CC CCS),gas (CC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (once through),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (seawater),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (recirculating),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (cooling pond),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC),gas (CC) (once through),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC),gas (CC) (seawater),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC),gas (CC) (recirculating),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC),gas (CC) (cooling pond),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC),gas (CC) (dry cooling),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC CCS),gas (CC CCS) (once through),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC CCS),gas (CC CCS) (seawater),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC CCS),gas (CC CCS) (recirculating),1975,-10,relative.cost.logit
India,electricity,GangesR,gas,gas (CC CCS),gas (CC CCS) (dry cooling),1975,-10,relative.cost.logit
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (once through),1975,-10,relative.cost.logit
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (seawater),1975,-10,relative.cost.logit
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (recirculating),1975,-10,relative.cost.logit
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (cooling pond),1975,-10,relative.cost.logit
India,electricity,MahiR,gas,gas (steam/CT),gas (steam/CT) (dry cooling),1975,-10,relative.cost.logit
