INPUT_TABLE
Variable ID
IndiaAvgFossilEffKeyword_elec_cool

region,supplysector,nesting-subsector1,nesting-subsector2,subsector,stub.technology,year,average.fossil.efficiency
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),1975,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),1990,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2005,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2010,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2015,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2020,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2025,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2030,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2035,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2040,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2045,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2050,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2055,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2060,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2065,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2070,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2075,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,MahiR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,BengalBay,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,TaptiR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,BengalW,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,BrahmaniR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,MahanadiR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,GodavariR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IndCstNE,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IndCstW,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IrrawaddyR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,KrishnaR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IndCstE,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,PennarR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,CauveryR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IndCstS,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,NarmadaR,coal,coal (conv pul),coal (conv pul) (once through),2080,1
India,electricity,IndusR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,SabarmatiR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
India,electricity,GangesR,coal,coal (conv pul),coal (conv pul) (once through),2085,1
